d,pred_units,product_id,region_id
2026-02-25,108.33447265625,P002,R02
2026-02-26,101.42865753173828,P002,R02
2026-02-27,106.32936096191406,P002,R02
2026-02-28,110.90254211425781,P002,R02
2026-02-01,86.74385833740234,P002,R03
2026-02-02,74.05410766601562,P002,R03
2026-02-03,77.58828735351562,P002,R03
2026-02-04,80.36610412597656,P002,R03
2026-02-05,82.92214965820312,P002,R03
2026-02-06,86.58781433105469,P002,R03
2026-02-07,87.79013061523438,P002,R03
2026-02-08,84.76215362548828,P002,R03
2026-02-09,75.76117706298828,P002,R03
2026-02-10,80.77391815185547,P002,R03
2026-02-11,103.28317260742188,P002,R03
2026-02-12,80.02249908447266,P002,R03
2026-02-13,83.5651626586914,P002,R03
2026-02-14,86.70770263671875,P002,R03
2026-02-15,87.7147445678711,P002,R03
2026-02-16,73.87643432617188,P002,R03
2026-02-17,78.13129425048828,P002,R03
2026-02-18,80.55537414550781,P002,R03
2026-02-19,85.08163452148438,P002,R03
2026-02-20,87.30707550048828,P002,R03
2026-02-21,85.17655944824219,P002,R03
2026-02-22,86.76695251464844,P002,R03
2026-02-23,77.607666015625,P002,R03
2026-02-24,128.9783172607422,P002,R03
2026-02-25,80.08631896972656,P002,R03
2026-02-26,86.21271514892578,P002,R03
2026-02-27,89.53129577636719,P002,R03
2026-02-28,90.06305694580078,P002,R03
2026-02-01,97.89202880859375,P002,R04
2026-02-02,83.66503143310547,P002,R04
2026-02-03,86.94646453857422,P002,R04
2026-02-04,90.36795043945312,P002,R04
2026-02-05,92.07233428955078,P002,R04
2026-02-06,94.69208526611328,P002,R04
2026-02-07,97.03483581542969,P002,R04
2026-02-08,96.9223403930664,P002,R04
2026-02-09,87.31710052490234,P002,R04
2026-02-10,92.71380615234375,P002,R04
2026-02-11,130.7734375,P002,R04
2026-02-12,95.12387084960938,P002,R04
2026-02-13,99.56414031982422,P002,R04
2026-02-14,104.4977798461914,P002,R04
2026-02-15,104.14566040039062,P002,R04
2026-02-16,94.29840087890625,P002,R04
2026-02-17,95.47817993164062,P002,R04
2026-02-18,94.27420043945312,P002,R04
2026-02-19,100.20950317382812,P002,R04
2026-02-20,109.35641479492188,P002,R04
2026-02-21,114.95773315429688,P002,R04
2026-02-22,114.23683166503906,P002,R04
2026-02-23,91.5800552368164,P002,R04
2026-02-24,95.3386001586914,P002,R04
2026-02-25,99.73148345947266,P002,R04
2026-02-26,100.6800537109375,P002,R04
2026-02-27,100.85717010498047,P002,R04
2026-02-28,102.82711029052734,P002,R04
2026-02-01,92.1638412475586,P002,R05
2026-02-02,81.99037170410156,P002,R05
2026-02-03,83.04791259765625,P002,R05
2026-02-04,84.57322692871094,P002,R05
2026-02-05,87.57076263427734,P002,R05
2026-02-06,89.4328384399414,P002,R05
2026-02-07,92.87102508544922,P002,R05
2026-02-08,95.78233337402344,P002,R05
2026-02-09,80.89744567871094,P002,R05
2026-02-10,87.54425811767578,P002,R05
2026-02-11,87.48092651367188,P002,R05
2026-02-12,91.58133697509766,P002,R05
2026-02-13,90.14144897460938,P002,R05
2026-02-14,96.66170501708984,P002,R05
2026-02-15,94.18563842773438,P002,R05
2026-02-16,83.920654296875,P002,R05
2026-02-17,91.48057556152344,P002,R05
2026-02-18,90.74490356445312,P002,R05
2026-02-19,128.18186950683594,P002,R05
2026-02-20,101.52497100830078,P002,R05
2026-02-21,101.7215805053711,P002,R05
2026-02-22,95.18403625488281,P002,R05
2026-02-23,85.99394226074219,P002,R05
2026-02-24,85.4969711303711,P002,R05
2026-02-25,86.55397033691406,P002,R05
2026-02-26,90.55410766601562,P002,R05
2026-02-27,95.4972915649414,P002,R05
2026-02-28,97.67713928222656,P002,R05
2026-02-01,80.10868835449219,P003,R01
2026-02-02,71.29637908935547,P003,R01
2026-02-03,74.3984146118164,P003,R01
2026-02-04,74.79671478271484,P003,R01
2026-02-05,76.24392700195312,P003,R01
2026-02-06,77.58354187011719,P003,R01
2026-02-07,86.3260269165039,P003,R01
2026-02-08,81.84590911865234,P003,R01
2026-02-09,73.3089370727539,P003,R01
2026-02-10,75.5372085571289,P003,R01
2026-02-11,78.14591217041016,P003,R01
2026-02-12,78.02394104003906,P003,R01
2026-02-13,78.8525161743164,P003,R01
2026-02-14,83.48329162597656,P003,R01
2026-02-15,81.81018829345703,P003,R01
2026-02-16,72.04224395751953,P003,R01
2026-02-17,77.44064331054688,P003,R01
2026-02-18,79.10539245605469,P003,R01
2026-02-19,76.75310516357422,P003,R01
2026-02-20,79.10224151611328,P003,R01
2026-02-21,82.9009780883789,P003,R01
2026-02-22,80.32769012451172,P003,R01
2026-02-23,72.06710052490234,P003,R01
2026-02-24,77.1939926147461,P003,R01
2026-02-25,78.91104125976562,P003,R01
2026-02-26,76.50023651123047,P003,R01
2026-02-27,78.229736328125,P003,R01
2026-02-28,83.01583862304688,P003,R01
2026-02-01,109.49722290039062,P003,R02
2026-02-02,93.53059387207031,P003,R02
2026-02-03,96.66348266601562,P003,R02
2026-02-04,97.66675567626953,P003,R02
2026-02-05,98.47000122070312,P003,R02
2026-02-06,112.17142486572266,P003,R02
2026-02-07,116.2856674194336,P003,R02
2026-02-08,108.8495101928711,P003,R02
2026-02-09,94.6479721069336,P003,R02
2026-02-10,100.93058013916016,P003,R02
2026-02-11,104.54204559326172,P003,R02
2026-02-12,105.32574462890625,P003,R02
2026-02-13,112.87310028076172,P003,R02
2026-02-14,112.95704650878906,P003,R02
2026-02-15,111.35712432861328,P003,R02
2026-02-16,99.14170837402344,P003,R02
2026-02-17,106.59144592285156,P003,R02
2026-02-18,107.3983154296875,P003,R02
2026-02-19,104.6566390991211,P003,R02
2026-02-20,105.09966278076172,P003,R02
2026-02-21,109.02647399902344,P003,R02
2026-02-22,121.37625885009766,P003,R02
2026-02-23,101.8268051147461,P003,R02
2026-02-24,107.94620513916016,P003,R02
2026-02-25,98.38775634765625,P003,R02
2026-02-26,102.92852020263672,P003,R02
2026-02-27,108.60060119628906,P003,R02
2026-02-28,108.12226104736328,P003,R02
2026-02-01,95.69015502929688,P003,R03
2026-02-02,81.19725036621094,P003,R03
2026-02-03,89.46205139160156,P003,R03
2026-02-04,88.92839813232422,P003,R03
2026-02-05,94.4047622680664,P003,R03
2026-02-06,97.37833404541016,P003,R03
2026-02-07,100.0191879272461,P003,R03
2026-02-08,101.85418701171875,P003,R03
2026-02-09,87.02372741699219,P003,R03
2026-02-10,100.42815399169922,P003,R03
2026-02-11,106.77915954589844,P003,R03
2026-02-12,101.49219512939453,P003,R03
2026-02-13,110.12397003173828,P003,R03
2026-02-14,109.92567443847656,P003,R03
2026-02-15,111.23936462402344,P003,R03
2026-02-16,94.98420715332031,P003,R03
2026-02-17,103.81553649902344,P003,R03
2026-02-18,107.85734558105469,P003,R03
2026-02-19,106.65978240966797,P003,R03
2026-02-20,111.68514251708984,P003,R03
2026-02-21,114.5653076171875,P003,R03
2026-02-22,113.74374389648438,P003,R03
2026-02-23,95.00816345214844,P003,R03
2026-02-24,101.25851440429688,P003,R03
2026-02-25,96.96487426757812,P003,R03
2026-02-26,99.13900756835938,P003,R03
2026-02-27,103.33097839355469,P003,R03
2026-02-28,103.60054779052734,P003,R03
2026-02-01,100.18385314941406,P003,R04
2026-02-02,90.78589630126953,P003,R04
2026-02-03,89.52611541748047,P003,R04
2026-02-04,92.8165283203125,P003,R04
2026-02-05,95.5031509399414,P003,R04
2026-02-06,98.61837005615234,P003,R04
2026-02-07,102.92921447753906,P003,R04
2026-02-08,106.27546691894531,P003,R04
2026-02-09,94.25416564941406,P003,R04
2026-02-10,106.44673919677734,P003,R04
2026-02-11,102.5286636352539,P003,R04
2026-02-12,109.28038787841797,P003,R04
2026-02-13,107.90996551513672,P003,R04
2026-02-14,118.16348266601562,P003,R04
2026-02-15,107.22844696044922,P003,R04
2026-02-16,96.10079193115234,P003,R04
2026-02-17,106.32269287109375,P003,R04
2026-02-18,101.40937042236328,P003,R04
2026-02-19,101.01667022705078,P003,R04
2026-02-20,108.02915954589844,P003,R04
2026-02-21,105.628662109375,P003,R04
2026-02-22,110.20648193359375,P003,R04
2026-02-23,101.21556091308594,P003,R04
2026-02-24,107.24088287353516,P003,R04
2026-02-25,107.92424774169922,P003,R04
2026-02-26,109.77325439453125,P003,R04
2026-02-27,111.58692169189453,P003,R04
2026-02-28,121.15428924560547,P003,R04
2026-02-01,92.88138580322266,P003,R05
2026-02-02,82.28855895996094,P003,R05
2026-02-03,85.60072326660156,P003,R05
2026-02-04,86.00672912597656,P003,R05
2026-02-05,85.44829559326172,P003,R05
2026-02-06,92.7873306274414,P003,R05
2026-02-07,92.14839172363281,P003,R05
2026-02-08,92.95269775390625,P003,R05
2026-02-09,85.08124542236328,P003,R05
2026-02-10,132.298095703125,P003,R05
2026-02-11,90.62298583984375,P003,R05
2026-02-12,92.2018814086914,P003,R05
2026-02-13,96.92247772216797,P003,R05
2026-02-14,100.49895477294922,P003,R05
2026-02-15,98.32429504394531,P003,R05
2026-02-16,85.65960693359375,P003,R05
2026-02-17,84.39842224121094,P003,R05
2026-02-18,92.59235382080078,P003,R05
2026-02-19,96.73883056640625,P003,R05
2026-02-20,101.16519165039062,P003,R05
2026-02-21,100.97561645507812,P003,R05
2026-02-22,98.98184204101562,P003,R05
2026-02-23,85.06749725341797,P003,R05
2026-02-24,91.33805084228516,P003,R05
2026-02-25,93.04364013671875,P003,R05
2026-02-26,99.37792205810547,P003,R05
2026-02-27,102.6596450805664,P003,R05
2026-02-28,98.97315979003906,P003,R05
2026-02-01,98.0871353149414,P004,R01
2026-02-02,85.95336151123047,P004,R01
2026-02-03,88.96170043945312,P004,R01
2026-02-04,90.95468139648438,P004,R01
2026-02-05,96.82907104492188,P004,R01
2026-02-06,102.10917663574219,P004,R01
2026-02-07,100.45111083984375,P004,R01
2026-02-08,103.36107635498047,P004,R01
2026-02-09,89.10894775390625,P004,R01
2026-02-10,96.85140991210938,P004,R01
2026-02-11,97.43721771240234,P004,R01
2026-02-12,102.98184967041016,P004,R01
2026-02-13,104.03630065917969,P004,R01
2026-02-14,107.15872192382812,P004,R01
2026-02-15,106.99845886230469,P004,R01
2026-02-16,95.92889404296875,P004,R01
2026-02-17,98.51060485839844,P004,R01
2026-02-18,100.6152572631836,P004,R01
2026-02-19,104.81896209716797,P004,R01
2026-02-20,105.76853942871094,P004,R01
2026-02-21,109.05057525634766,P004,R01
2026-02-22,112.50354766845703,P004,R01
2026-02-23,97.25865173339844,P004,R01
2026-02-24,101.79873657226562,P004,R01
2026-02-25,96.63264465332031,P004,R01
2026-02-26,101.00569152832031,P004,R01
2026-02-27,107.56270599365234,P004,R01
2026-02-28,107.65316772460938,P004,R01
2026-02-01,123.69605255126953,P004,R02
2026-02-02,106.73397064208984,P004,R02
2026-02-03,110.15583801269531,P004,R02
2026-02-04,111.28778839111328,P004,R02
2026-02-05,113.64556884765625,P004,R02
2026-02-06,115.19351959228516,P004,R02
2026-02-07,120.09559631347656,P004,R02
2026-02-08,113.28312683105469,P004,R02
2026-02-09,107.26156616210938,P004,R02
2026-02-10,110.59971618652344,P004,R02
2026-02-11,115.09770965576172,P004,R02
2026-02-12,117.40064239501953,P004,R02
2026-02-13,128.10684204101562,P004,R02
2026-02-14,128.74998474121094,P004,R02
2026-02-15,120.70930480957031,P004,R02
2026-02-16,106.72335815429688,P004,R02
2026-02-17,107.40191650390625,P004,R02
2026-02-18,112.08778381347656,P004,R02
2026-02-19,113.18404388427734,P004,R02
2026-02-20,117.01971435546875,P004,R02
2026-02-21,128.81298828125,P004,R02
2026-02-22,120.9320068359375,P004,R02
2026-02-23,106.36673736572266,P004,R02
2026-02-24,102.07466125488281,P004,R02
2026-02-25,110.8943862915039,P004,R02
2026-02-26,114.51280212402344,P004,R02
2026-02-27,113.74929809570312,P004,R02
2026-02-28,125.51527404785156,P004,R02
2026-02-01,109.0548095703125,P004,R03
2026-02-02,98.9572982788086,P004,R03
2026-02-03,99.49734497070312,P004,R03
2026-02-04,106.28135681152344,P004,R03
2026-02-05,107.42829132080078,P004,R03
2026-02-06,115.23247528076172,P004,R03
2026-02-07,120.82685852050781,P004,R03
2026-02-08,115.90496826171875,P004,R03
2026-02-09,98.00140380859375,P004,R03
2026-02-10,101.66155242919922,P004,R03
2026-02-11,104.5159683227539,P004,R03
2026-02-12,100.98155212402344,P004,R03
2026-02-13,106.30221557617188,P004,R03
2026-02-14,111.64427947998047,P004,R03
2026-02-15,115.00907897949219,P004,R03
2026-02-16,102.20430755615234,P004,R03
2026-02-17,97.78339385986328,P004,R03
2026-02-18,104.92384338378906,P004,R03
2026-02-19,107.21467590332031,P004,R03
2026-02-20,108.36758422851562,P004,R03
2026-02-21,112.20877075195312,P004,R03
2026-02-22,110.17454528808594,P004,R03
2026-02-23,98.6368408203125,P004,R03
2026-02-24,95.64616394042969,P004,R03
2026-02-25,100.47569274902344,P004,R03
2026-02-26,102.1939697265625,P004,R03
2026-02-27,105.46867370605469,P004,R03
2026-02-28,109.34934997558594,P004,R03
2026-02-01,98.76114654541016,P004,R04
2026-02-02,90.06446075439453,P004,R04
2026-02-03,92.13373565673828,P004,R04
2026-02-04,92.18595123291016,P004,R04
2026-02-05,93.77711486816406,P004,R04
2026-02-06,99.24173736572266,P004,R04
2026-02-07,101.88780212402344,P004,R04
2026-02-08,103.13693237304688,P004,R04
2026-02-09,93.98309326171875,P004,R04
2026-02-10,94.77300262451172,P004,R04
2026-02-11,99.2856216430664,P004,R04
2026-02-12,115.3353500366211,P004,R04
2026-02-13,100.88114929199219,P004,R04
2026-02-14,104.4273452758789,P004,R04
2026-02-15,107.34768676757812,P004,R04
2026-02-16,92.2615737915039,P004,R04
2026-02-17,96.30526733398438,P004,R04
2026-02-18,101.99535369873047,P004,R04
2026-02-19,99.59435272216797,P004,R04
2026-02-20,106.34397888183594,P004,R04
2026-02-21,105.4841079711914,P004,R04
2026-02-22,107.64456176757812,P004,R04
2026-02-23,91.96333312988281,P004,R04
2026-02-24,101.5156478881836,P004,R04
2026-02-25,94.95073699951172,P004,R04
2026-02-26,103.49958038330078,P004,R04
2026-02-27,103.11288452148438,P004,R04
2026-02-28,104.3177490234375,P004,R04
2026-02-01,97.04410552978516,P004,R05
2026-02-02,85.93244934082031,P004,R05
2026-02-03,91.08320617675781,P004,R05
2026-02-04,91.52804565429688,P004,R05
2026-02-05,100.43484497070312,P004,R05
2026-02-06,103.04752349853516,P004,R05
2026-02-07,102.15677642822266,P004,R05
2026-02-08,102.58978271484375,P004,R05
2026-02-09,87.50376892089844,P004,R05
2026-02-10,93.43042755126953,P004,R05
2026-02-11,97.42192840576172,P004,R05
2026-02-12,100.6344985961914,P004,R05
2026-02-13,104.33541107177734,P004,R05
2026-02-14,104.12964630126953,P004,R05
2026-02-15,99.37347412109375,P004,R05
2026-02-16,88.15404510498047,P004,R05
2026-02-17,103.67305755615234,P004,R05
2026-02-18,94.50072479248047,P004,R05
2026-02-19,98.7815933227539,P004,R05
2026-02-20,103.09032440185547,P004,R05
2026-02-21,102.95642852783203,P004,R05
2026-02-22,102.7325210571289,P004,R05
2026-02-23,95.06797790527344,P004,R05
2026-02-24,112.80680084228516,P004,R05
2026-02-25,99.51788330078125,P004,R05
2026-02-26,98.5384292602539,P004,R05
2026-02-27,103.43452453613281,P004,R05
2026-02-28,104.32811737060547,P004,R05
2026-02-01,62.97657775878906,P005,R01
2026-02-02,55.26353454589844,P005,R01
2026-02-03,57.69009017944336,P005,R01
2026-02-04,58.28168487548828,P005,R01
2026-02-05,60.91110610961914,P005,R01
2026-02-06,61.366451263427734,P005,R01
2026-02-07,64.11396026611328,P005,R01
2026-02-08,65.5053939819336,P005,R01
2026-02-09,55.96786880493164,P005,R01
2026-02-10,58.20326614379883,P005,R01
2026-02-11,58.74274444580078,P005,R01
2026-02-12,61.57115936279297,P005,R01
2026-02-13,62.531253814697266,P005,R01
2026-02-14,63.978607177734375,P005,R01
2026-02-15,63.45793914794922,P005,R01
2026-02-16,53.71395492553711,P005,R01
2026-02-17,55.8429069519043,P005,R01
2026-02-18,57.20293045043945,P005,R01
2026-02-19,57.33616256713867,P005,R01
2026-02-20,58.6011848449707,P005,R01
2026-02-21,62.31120300292969,P005,R01
2026-02-22,62.46958923339844,P005,R01
2026-02-23,53.32006072998047,P005,R01
2026-02-24,55.311309814453125,P005,R01
2026-02-25,56.963993072509766,P005,R01
2026-02-26,58.42407989501953,P005,R01
2026-02-27,60.23139953613281,P005,R01
2026-02-28,63.36468505859375,P005,R01
2026-02-01,76.5784683227539,P005,R02
2026-02-02,68.31111145019531,P005,R02
2026-02-03,69.73614501953125,P005,R02
2026-02-04,72.2054443359375,P005,R02
2026-02-05,72.58873748779297,P005,R02
2026-02-06,74.40726470947266,P005,R02
2026-02-07,76.90724182128906,P005,R02
2026-02-08,75.31221008300781,P005,R02
2026-02-09,68.87635040283203,P005,R02
2026-02-10,73.52130126953125,P005,R02
2026-02-11,71.9150619506836,P005,R02
2026-02-12,78.01956939697266,P005,R02
2026-02-13,79.60270690917969,P005,R02
2026-02-14,84.43751525878906,P005,R02
2026-02-15,77.69588470458984,P005,R02
2026-02-16,69.04916381835938,P005,R02
2026-02-17,71.50696563720703,P005,R02
2026-02-18,72.55925750732422,P005,R02
2026-02-19,73.22526550292969,P005,R02
2026-02-20,75.3851089477539,P005,R02
2026-02-21,79.13995361328125,P005,R02
2026-02-22,78.8001480102539,P005,R02
2026-02-23,73.58753204345703,P005,R02
2026-02-24,74.5565414428711,P005,R02
2026-02-25,75.68245697021484,P005,R02
2026-02-26,77.14947509765625,P005,R02
2026-02-27,79.58940124511719,P005,R02
2026-02-28,84.424560546875,P005,R02
2026-02-01,61.33431625366211,P005,R03
2026-02-02,53.823585510253906,P005,R03
2026-02-03,56.51946258544922,P005,R03
2026-02-04,55.79874801635742,P005,R03
2026-02-05,57.1502685546875,P005,R03
2026-02-06,58.91274642944336,P005,R03
2026-02-07,61.48673629760742,P005,R03
2026-02-08,61.0177001953125,P005,R03
2026-02-09,53.55158615112305,P005,R03
2026-02-10,55.907814025878906,P005,R03
2026-02-11,55.76593017578125,P005,R03
2026-02-12,57.90192413330078,P005,R03
2026-02-13,59.59546661376953,P005,R03
2026-02-14,62.267738342285156,P005,R03
2026-02-15,61.1197395324707,P005,R03
2026-02-16,53.4747200012207,P005,R03
2026-02-17,54.23202896118164,P005,R03
2026-02-18,56.596092224121094,P005,R03
2026-02-19,56.83487319946289,P005,R03
2026-02-20,59.087520599365234,P005,R03
2026-02-21,61.510440826416016,P005,R03
2026-02-22,59.97108459472656,P005,R03
2026-02-23,52.95275115966797,P005,R03
2026-02-24,54.17599868774414,P005,R03
2026-02-25,55.00530242919922,P005,R03
2026-02-26,56.750057220458984,P005,R03
2026-02-27,58.28342819213867,P005,R03
2026-02-28,62.31564712524414,P005,R03
2026-02-01,61.91217041015625,P005,R04
2026-02-02,54.27387619018555,P005,R04
2026-02-03,55.119720458984375,P005,R04
2026-02-04,55.95110321044922,P005,R04
2026-02-05,57.58289337158203,P005,R04
2026-02-06,58.689170837402344,P005,R04
2026-02-07,62.93449783325195,P005,R04
2026-02-08,61.05265808105469,P005,R04
2026-02-09,53.266151428222656,P005,R04
2026-02-10,55.71221160888672,P005,R04
2026-02-11,55.95445251464844,P005,R04
2026-02-12,57.1118049621582,P005,R04
2026-02-13,58.67243576049805,P005,R04
2026-02-14,61.14793395996094,P005,R04
2026-02-15,60.2238655090332,P005,R04
2026-02-16,53.619667053222656,P005,R04
2026-02-17,53.49418258666992,P005,R04
2026-02-18,55.00530242919922,P005,R04
2026-02-19,56.952178955078125,P005,R04
2026-02-20,57.29548263549805,P005,R04
2026-02-21,61.63435745239258,P005,R04
2026-02-22,59.84989547729492,P005,R04
